Review,Sentence Component,aspect_text,aspect,sentiment_text,sentiment,aspect_encoded,sentiment_encoded
"có demo , video giới thiệu đầy đủ .","có demo , video giới thiệu đầy đủ","có demo , video giới thiệu",Course information,đầy đủ,Positive,0,2
"giảng viên dễ thương , truyền đạt kiến thức tốt , dễ hiểu .",giảng viên dễ thương,dễ thương,Teaching quality,dễ thương,Positive,5,2
tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn .,tạo ra các hoạt động giúp tụi em chủ động tìm hiểu kiến thức và ghi nhớ bài học sâu hơn,tạo ra các hoạt động,Organization and management,chủ động tìm hiểu,Positive,3,2
dạy thực tế .,dạy thực tế,dạy,Teaching quality, thực tế,Positive,5,2
giáo viên tâm lý .,giáo viên tâm lý,tâm lý,Support from lecturers,tâm lý,Positive,4,2
cách diễn đạt của thầy hay nhưng chưa tạo cảm giác hứng thứ với người nghe .,chưa tạo cảm giác hứng thứ với người nghe,cảm giác hứng thứ với người nghe,Teaching quality,chưa tạo cảm giác,Negative,5,0
"môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .",môn học cần phân chia hợp lý giữa các phần,môn học ,Course information,cần phân chia hợp lý giữa các phần,Neutral,0,1
cô dạy vui vẻ nhiệt tình .,cô dạy vui vẻ nhiệt tình,dạy,Teaching quality,vui vẻ nhiệt tình,Positive,5,2
dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp !,dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp,dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp,General review,dùng hệ thống nộp bài tập turnitindotcom với quy định tỉ lệ sao chép không quá 30% không phù hợp,Neutral,1,1
"thầy dạy có tâm , sau mỗi nhóm thuyết trình thầy sẽ nói lại đề tài mà nhóm thuyết trình là gì ?","thầy dạy có tâm , sau mỗi nhóm thuyết trình thầy sẽ nói lại đề tài mà nhóm thuyết trình là gì",thầy dạy ,Teaching quality,"có tâm , sau mỗi nhóm thuyết trình thầy sẽ nói lại đề tài mà nhóm thuyết trình là gì",Positive,5,2
"không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc .","không cung cấp slide , vô dạy nói tùm lum tà la không liên quan đến môn học , dạy một tí bảo chép slide rồi cầm tờ báo ngồi đọc",dạy,Teaching quality,không liên quan,Negative,5,0
thầy chia sẻ những kinh nghiệm về bên ngoài rất hay và đáng để học hỏi .,thầy chia sẻ những kinh nghiệm về bên ngoài rất hay và đáng để học hỏi,chia sẻ,Support from lecturers,hay và đáng để học hỏi,Positive,4,2
tăng thời gian học vì anh văn là môn học khó .,tăng thời gian học, thời gian học,Organization and management,tăng,Neutral,3,1
"thầy dạy có tâm , nhiệt tình , chấm điểm công bằng .",chấm điểm công bằng,chấm điểm,Test and evaluation,công bằng,Positive,6,2
"thầy dạy hay , nhiệt tình , vui vẻ .","thầy dạy hay , nhiệt tình , vui vẻ",dạy,Teaching quality,"hay , nhiệt tình , vui vẻ",Positive,5,2
có sự tương tác hỗ trợ tốt trong quá trình học .,có sự tương tác hỗ trợ tốt trong quá trình học,trong quá trình học,Support from lecturers,có sự tương tác hỗ trợ tốt,Positive,4,2
"thầy dạy kỹ , chi tiết .","thầy dạy kỹ , chi tiết",thầy dạy,Teaching quality,"kỹ , chi tiết",Positive,5,2
"thầy dạy rất có tâm , chấm điểm rất chính xác .",thầy dạy rất có tâm,dạy,Teaching quality,có tâm,Positive,5,2
"sử dụng slide , máy chiếu .","sử dụng slide , máy chiếu","sử dụng slide , máy chiếu",Learning environment,sử dụng,Neutral,2,1
lên lớp ít .,lên lớp ít,lên lớp,Organization and management, ít,Negative,3,0
thầy dạy lý thuyết tạm ổn .,thầy dạy lý thuyết tạm ổn,thầy,Support from lecturers,dạy lý thuyết tạm ổn,Positive,4,2
thầy giảng bài còn hơi nhỏ và lướt hơi nhanh nên nhiều bạn không bắt kịp .,thầy giảng bài còn hơi nhỏ và lướt hơi nhanh nên nhiều bạn không bắt kịp,giảng,Teaching quality,nhỏ và lướt hơi nhanh,Negative,5,0
"cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .",cô dạy rất nhiệt tình,dạy,Teaching quality,nhiệt tình,Positive,5,2
nguyên kỳ này em thấy học được mỗi môn của thầy dạy là vô .,nguyên kỳ này em thấy học được mỗi môn của thầy dạy là vô,nguyên kỳ này em thấy học được mỗi môn của thầy dạy là vô,General review,thấy học được mỗi môn của thầy dạy là vô,Neutral,1,1
đề nghị phòng đào tạo sắp lịch thực hành cho môn này kỹ lưỡng hơn .,đề nghị phòng đào tạo sắp lịch thực hành cho môn này kỹ lưỡng hơn,sắp lịch thực hành,Organization and management,đề nghị,Neutral,3,1
"giáo viên tận tâm , có chuyên môn và sẵn sàng giải đáp thắc mắc của sinh viên .",có chuyên môn và sẵn sàng giải đáp thắc mắc của sinh viên,chuyên môn và sẵn sàng giải đáp thắc mắc của sinh viên,Support from lecturers,có chuyên môn và sẵn sàng giải đáp thắc mắc,Positive,4,2
cách giảng dạy gây buồn ngủ .,cách giảng dạy gây buồn ngủ,cách giảng dạy,Teaching quality, buồn ngủ,Negative,5,0
chưa tận tâm với sinh viên .,chưa tận tâm với sinh viên,chưa tận tâm với sinh viên,Support from lecturers,chưa tận tâm,Negative,4,0
"cần cung cấp đề cương chi tiết của môn học khi bắt đầu học kỳ , hướng dẫn và cung cấp cho sinh viên tài liệu về môn học được nhiều hơn , đầy đủ hơn .",cần cung cấp đề cương chi tiết của môn học khi bắt đầu học kỳ, đề cương chi tiết của môn học,Course information,cần cung cấp,Neutral,0,1
"yêu cầu quá cao đối với một sinh viên , mặc dù chỉ là một đồ án nhưng không nhất thiết phải quá chi tiết về mọi khía cạnh cụ thể .",mặc dù chỉ là một đồ án nhưng không nhất thiết phải quá chi tiết về mọi khía cạnh cụ thể,một đồ án nhưng không nhất thiết phải quá chi tiết,Workload,không nhất thiết phải quá chi tiết,Negative,7,0
"kiến thức , khả năng truyền đạt .",khả năng truyền đạt,khả năng truyền đạt,Teaching quality,khả năng truyền đạt,Neutral,5,1
"hướng dẫn tận tâm chu đáo , ăn mặc lịch sự và vui vẻ !","hướng dẫn tận tâm chu đáo , ăn mặc lịch sự và vui vẻ",hướng dẫn,Support from lecturers,tận tâm chu đáo,Positive,4,2
"nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn .","nâng cấp hệ thống máy vi tính trong phòng thực hành doubledot phòng thực hành altera không có kết nối internet , nên cần phải đảm bảo kết nối mạng để hiệu quả thực hành đạt hiệu quả cao hơn",hệ thống máy vi tính trong phòng thực hành,Learning environment,không có kết nối internet,Negative,2,0
"rất dễ hiểu , bài tập phong phú , đa dạng .",rất dễ hiểu,rất dễ hiểu,Teaching quality,rất dễ hiểu,Positive,5,2
"giảng viên nhiệt tình , hoà đồng , tận tình chỉ dẫn sinh viên thực hành .","giảng viên nhiệt tình , hoà đồng ","giảng viên nhiệt tình , hoà đồng",Support from lecturers,"nhiệt tình , hoà đồng",Positive,4,2
phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học .,phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học,phòng ốc nên sạch sẽ hơn thì sinh viên sẽ có hứng thú ngồi lâu hơn trong phòng học,Learning environment,nên,Neutral,2,1
phải thực hành nhiều hơn nữa .,phải thực hành nhiều hơn nữa,thực hành,Course information,phải thực hành nhiều hơn nữa,Neutral,0,1
"giảng viên nhiệt tình , giảng dạy từ từ , dễ hiểu .","giảng dạy từ từ , dễ hiểu ",giảng dạy,Teaching quality,"từ từ , dễ hiểu ",Positive,5,2
"thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết , khi báo cáo thầy đều cho các bạn qua môn hoặc điểm rất là cao mặt dù thầy nói đồ án yêu cầu một người làm , tuy nhiên có nhóm hai thành viên cùng làm một đồ án và có hai nhóm có cùng một project như nhau , y chang code ( copy từ cùng nguồn internet ) thầy vẫn cho qua môn .",thầy rất chăm chút và nhẹ nhàng với những sinh viên mà thầy quen biết,thầy rất chăm chút và nhẹ nhàng,Support from lecturers,chăm chút và nhẹ nhàng,Positive,4,2
tài liệu thực hành nên nêu rõ mục tiêu cũng như kiến thức cần đạt được sau bài thực hành .,tài liệu thực hành nên nêu rõ mục tiêu cũng như kiến thức cần đạt được sau bài thực hành,tài liệu thực hành,Course information,nên nêu rõ,Neutral,0,1
"thầy dạy rất có tâm , chấm điểm rất chính xác .",chấm điểm rất chính xác,chấm điểm,Test and evaluation,chính xác,Positive,6,2
"giảng viên nhiệt tình , gần gũi với sinh viên .",gần gũi với sinh viên,gần gũi với sinh viên,Support from lecturers,gần gũi,Positive,4,2
"bài tập về nhà của thầy rất nhiều , rất hay .","bài tập về nhà của thầy rất nhiều , rất hay",bài tập về nhà của thầy,Workload,rất nhiều,Positive,7,2
phù hợp với thực tiễn .,phù hợp với thực tiễn,phù hợp với thực tiễn,General review,phù hợp,Positive,1,2
có kết hợp với bài tập ví dụ .,có kết hợp với bài tập ví dụ,có kết hợp với bài tập ví dụ,Teaching quality,có kết hợp,Positive,5,2
giao nhiều bài tập để luyện tập .,giao nhiều bài tập để luyện tập,bài tập,Workload,giao nhiều,Positive,7,2
kiểm tra bài tập về nhà chưa kỹ .,kiểm tra bài tập về nhà chưa kỹ,kiểm tra bài tập về nhà,Workload,chưa kỹ,Negative,7,0
trang thiết bị phòng học cần được nâng cấp .,trang thiết bị phòng học cần được nâng cấp,trang thiết bị phòng học,Learning environment,cần được nâng cấp,Positive,2,2
"quan trọng nhất là việc giảng rất hay quên mà không chịu note lại , trong khi đó sinh viên đã nhắc nhiều lần , và hay nhớ lung tung .",quan trọng nhất là việc giảng rất hay quên mà không chịu note lại,giảng,Teaching quality,hay quên mà không chịu note lại,Negative,5,0
"đồng ý là sinh viên thì tự học là chính , giảng viên là người hướng dẫn , nhưng mà tại lớp này giảng viên chẳng hướng dẫn được gì , cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được , giảng dạy kho hiểu , khô khan , demo không rõ ràng .",cứ thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được,đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được,Teaching quality,thao thao bất tuyệt đọc slide trên lớp xong về việc này tự sinh viên chúng em cũng làm được,Negative,5,0
"giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ .","giảng viên giảng dạy nhiệt tình , chi tiết",giảng dạy,Teaching quality,"nhiệt tình , chi tiết",Positive,5,2
trang bị thêm sách bài tập .,trang bị thêm sách bài tập,sách bài tập,Course information,trang bị thêm,Neutral,0,1
"thầy dạy nhiệt tình , bài tập tương đối thoải mái nên môn học này là môn niềm vui chứ không phải là gánh nặng .", bài tập tương đối thoải mái,bài tập ,Workload, tương đối thoải mái,Positive,7,2
nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật .,nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật, các thiết bị thật để chạy và phát triển ứng dụng windows phone,Learning environment,nếu được phòng thí nghiệm có thể có thêm các thiết bị thật để chạy và phát triển ứng dụng windows phone để các bạn biết điểm khác nhau giữa chạy thiết bị giả lập và thiết bị thật,Neutral,2,1
giờ học chưa đảm bảo .,giờ học chưa đảm bảo,giờ học,Organization and management,chưa đảm bảo,Negative,3,0
"thầy hiền , giảng bài tương đối dễ hiểu .",giảng bài tương đối dễ hiểu,giảng bài,Teaching quality,dễ hiểu,Positive,5,2
"nói khó nghe , dạy hơi nhanh .","nói khó nghe , dạy hơi nhanh",nói,Support from lecturers,khó nghe,Negative,4,0
"lượng kiến thức thì nhiều mà thời gian dạy thì ít , mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn .","mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn",môn 1 - 3 ngôn ngữ,Course information,xem xét và chia ra dạy,Neutral,0,1
tạo bầu không khí thoải mái cho sinh viên .,tạo bầu không khí thoải mái cho sinh viên,tạo bầu không khí thoải mái cho sinh viên,Learning environment,thoải mái,Positive,2,2
"cô dạy dễ hiểu , hỗ trợ tốt cho các bạn .",cô dạy dễ hiểu,hỗ trợ tốt cho các bạn,Support from lecturers, hỗ trợ tốt,Positive,4,2
"thầy dạy hay , có sức cuốn hút .","thầy dạy hay , có sức cuốn hút",dạy,Teaching quality,"hay , có sức cuốn hút",Positive,5,2
"giảng viên rất nhiệt tình , phương pháp giảng dạy hay , sinh viên nắm bắt kiến thức ngay trên lớp .",phương pháp giảng dạy hay,phương pháp giảng dạy,Teaching quality,hay,Positive,5,2
"giảng viên tận tâm , nhiệt tình đới với sinh viên .","giảng viên tận tâm , nhiệt tình đới với sinh viên"," tận tâm , nhiệt tình đới với sinh viên",Support from lecturers,"tận tâm , nhiệt tình đới với sinh viên",Positive,4,2
thầy wzjwz109 rất nhiệt tình .,thầy wzjwz109 rất nhiệt tình,rất nhiệt tình,Support from lecturers,rất nhiệt tình,Positive,4,2
"giảng viên phát âm tiếng anh sai nhiều , rất khó nghe .","giảng viên phát âm tiếng anh sai nhiều , rất khó nghe",giảng viên phát âm tiếng anh,Teaching quality,"sai nhiều , rất khó nghe",Negative,5,0
cần cho nhiều bài tập để sinh viên làm ở nhà .,cần cho nhiều bài tập để sinh viên làm ở nhà,cho nhiều bài tập,Workload,cần cho nhiều,Neutral,7,1
có kiến thức cao .,có kiến thức cao,có kiến thức cao,Teaching quality,có kiến thức cao,Positive,5,2
máy chiếu phòng học rất rất rất tệ !,máy chiếu phòng học rất rất rất tệ,máy chiếu phòng học,Learning environment, rất rất rất tệ,Negative,2,0
"thay vì đầu tư vào phòng máy , nhà trường nên nâng cấp hệ thống wifi để sinh viên có thể truy cập wifi tốt cho dù có phải ngồi trong phòng học phòng bình thường , không phải phòng máy .","thay vì đầu tư vào phòng máy , nhà trường nên nâng cấp hệ thống wifi để sinh viên có thể truy cập wifi tốt cho dù có phải ngồi trong phòng học phòng bình thường , không phải phòng máy",hệ thống wifi,Learning environment,nên nâng cấp,Positive,2,2
"lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi .","lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi "," phải làm đồ án rất nhiều môn , phải ôn thi ",Organization and management,"lý do doubledot vào 2 tuần cuối kỳ , sinh viên phải làm đồ án rất nhiều môn , phải ôn thi ",Neutral,3,1
máy thực hành nên cài visual studio 2013 .,máy thực hành nên cài visual studio 2013,máy thực hành,Learning environment,nên cài,Neutral,2,1
lý thuyết quá nhiều không tập trung chủ yếu .,lý thuyết quá nhiều không tập trung chủ yếu,lý thuyết,Course information,quá nhiều không tập trung,Negative,0,0
đề cương môn học chưa rõ ràng .,đề cương môn học chưa rõ ràng,đề cương môn học,Course information,chưa rõ ràng,Negative,0,0
đồ án thực hành khác xa so với lý thuyết học trên lớp .,đồ án thực hành khác xa so với lý thuyết học trên lớp,đồ án thực hành khác xa so với lý thuyết,Course information,khác xa,Negative,0,0
"giảng dạy tận tình , giải đáp thắc mắc thường xuyên .", giải đáp thắc mắc thường xuyên, giải đáp thắc mắc,Support from lecturers,thường xuyên,Positive,4,2
"không riêng gì em mà tất cả các bạn trong lớp cũng đều mong trường sẽ nhanh chóng trang bị hệ thống máy mới cho môn này ít nhất là ram 4 gb , cpu 2 lõi tốc độ 3dot0 ghz .","không riêng gì em mà tất cả các bạn trong lớp cũng đều mong trường sẽ nhanh chóng trang bị hệ thống máy mới cho môn này ít nhất là ram 4 gb , cpu 2 lõi tốc độ 3dot0 ghz","hệ thống máy mới cho môn này ít nhất là ram 4 gb , cpu 2 lõi",Organization and management,mong,Neutral,3,1
nhiều bài tập về nhà .,nhiều bài tập về nhà,bài tập về nhà,Workload,nhiều,Negative,7,0
em mong môn này có thể áp dụng nhiều hơn trong những đồ án .,em mong môn này có thể áp dụng nhiều hơn trong những đồ án,môn này có thể áp dụng nhiều hơn trong những đồ án,Course information,mong môn này có thể áp dụng nhiều hơn,Positive,0,2
"thầy dạy thực tế , nhiệt tình với sinh viên .",thầy dạy thực tế,dạy,Teaching quality,thực tế,Positive,5,2
"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .","chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop",chấm điểm,Support from lecturers,thiếu công bằng,Negative,4,0
em chưa có gặp giáo viên lần nào nữa ạ ?,em chưa có gặp giáo viên lần nào nữa ạ,gặp giáo viên,Organization and management,em chưa có gặp giáo viên lần nào nữa ạ,Negative,3,0
"thầy giảng dạy nhiệt tình , hiệu quả .","thầy giảng dạy nhiệt tình , hiệu quả",giảng dạy,Teaching quality,"nhiệt tình , hiệu quả",Positive,5,2
"thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn .",nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp,code mấy bài đó trên notepad,Workload,toàn code mấy bài đó trên notepad,Neutral,7,1
"thầy dạy rất hay , rất tốt với sinh viên .", rất tốt với sinh viên,rất tốt với sinh viên,General review, rất tốt với sinh viên,Positive,1,2
"nội dung thầy wzjwz191 cung cấp cho sinh viên khá là sâu , ngoài nội dung trong sách , thầy giúp sinh viên mở rộng nội dung bài học qua các ví dụ thực tế của công ty .","ngoài nội dung trong sách , thầy giúp sinh viên mở rộng nội dung bài học qua các ví dụ thực tế của công ty",thầy giúp sinh viên,Support from lecturers,mở rộng nội dung bài học qua các ví dụ thực tế của công ty,Positive,4,2
"giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt .","giảng viên tận tâm , nhiệt tình , còn trẻ nhưng kiến thức rất tốt",giảng viên,Support from lecturers,nhiệt tình,Positive,4,2
thiết kế bài giảng chưa thuyết phục .,thiết kế bài giảng chưa thuyết phục,thiết kế bài giảng,Support from lecturers,chưa thuyết phục,Negative,4,0
"nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập .","nên có những giáo trình hướng dẫn giải bài tập nhiều hơn vì trong trường dường như chỉ có 1 , 2 loại giáo trình bao gồm cả lý thuyết và bài tập chứ không có giáo trình hướng dẫn giải bài tập",những giáo trình hướng dẫn giải bài tập,Course information,nên có,Positive,0,2
"môn học này thật sự rất khó và chương trình học hơi nặng , lúc trước môn này dược chia ra làm 2 môn là cấu trúc dữ liệu 1 và cấu trúc dữ liệu 2 , năm nay lại gộp thành một nên sinh viên khó tải nổi kiến thức .",môn học này thật sự rất khó và chương trình học hơi nặng,môn học này thật sự rất khó và chương trình học hơi nặng,Course information,môn học này thật sự rất khó và chương trình học hơi nặng,Negative,0,0
"thầy dạy dễ hiểu , cho bài tập nhiều .",thầy dạy dễ hiểu,dạy,Teaching quality,dễ hiểu,Positive,5,2
"ít trò chơi vận động áp dụng vào bài học , nội dung chỉ đi theo tuần tự trong sách giáo trình , gây nên cảm giác nhàm chán cho sinh viên .","ít trò chơi vận động áp dụng vào bài học , nội dung chỉ đi theo tuần tự trong sách giáo trình , gây nên cảm giác nhàm chán cho sinh viên",trò chơi vận động áp dụng vào bài học,Workload,chỉ đi theo tuần tự trong sách giáo trình,Negative,7,0
thoải mái .,thoải mái,thoải mái,General review,thoải mái,Positive,1,2
"chú trọng quá nhiều vào lý thuyết , ít bài tập .","chú trọng quá nhiều vào lý thuyết , ít bài tập","chú trọng quá nhiều vào lý thuyết , ít bài tập",Teaching quality,"chú trọng quá nhiều vào lý thuyết , ít bài tập",Negative,5,0
"giảng viên chưa giải hết thắc mắc của sinh viên , còn một vài vấn đề chưa hiểu rõ .",giảng viên chưa giải hết thắc mắc của sinh viên,chưa giải hết thắc mắc của sinh viên,Support from lecturers,chưa giải hết,Negative,4,0
"và cuối cùng , đây cũng chỉ là tâm sự của riêng tôi , tôi không có ý gì cả , có lẽ đó cũng là chút kỷ niệm mà tôi lưu lại đối với môn học này , có lẽ vì số tôi quá đen , âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá .","âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá","âu thì tôi đành cam chịu vậy hi hi rớt môn rồi , buồn quá",General review,"rớt môn rồi , buồn quá",Negative,1,0
thầy hay đến lớp muộn sao với sinh viên .,thầy hay đến lớp muộn sao với sinh viên,đến lớp muộn,Organization and management,hay đến lớp muộn,Negative,3,0
"khác với thầy wzjwz286 dạy lý thuyết , thầy rất nhiệt tình trong việc giảng dạy của mình .",khác với thầy wzjwz286 dạy lý thuyết, dạy lý thuyết,Teaching quality,khác,Neutral,5,1
"máy chiếu phòng wzjwz126 quá mờ , đề nghị được sửa sớm để phục vụ tốt hơn cho học tập .","máy chiếu phòng wzjwz126 quá mờ , đề nghị được sửa sớm để phục vụ tốt hơn cho học tập",máy chiếu phòng,Learning environment,quá mờ,Negative,2,0
"giảng viên giảng dạy nhiệt tình , tận tâm , dễ hiểu .","giảng viên giảng dạy nhiệt tình , tận tâm , dễ hiểu",giảng dạy,Teaching quality,"nhiệt tình , tận tâm , dễ hiểu",Positive,5,2
"trợ giảng tận tình , dễ chịu , giảng viên chính hầu như không có mặt .","trợ giảng tận tình , dễ chịu","tận tình , dễ chịu",Support from lecturers,"tận tình , dễ chịu",Positive,4,2
"nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn .","nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn",giảng dạy,Teaching quality,nên chú ý ,Neutral,5,1
"có nhiều sinh viên e ngại trong việc hỏi bài vì vậy giảng viên nên sẵn sàng giúp đỡ sinh viên làm bài tập một cách nhiệt tình , vui vẻ hơn đôi khi sinh viên cần .","có nhiều sinh viên e ngại trong việc hỏi bài vì vậy giảng viên nên sẵn sàng giúp đỡ sinh viên làm bài tập một cách nhiệt tình , vui vẻ hơn đôi khi sinh viên cần",giảng viên,Support from lecturers,e ngại trong việc hỏi bài,Negative,4,0
thầy dạy rất có tâm huyết với học sinh .,thầy dạy rất có tâm huyết với học sinh,thầy,Support from lecturers,rất có tâm huyết,Positive,4,2
không hiểu cách chấm bài thi của thầy .,không hiểu cách chấm bài thi của thầy,cách chấm bài thi,Test and evaluation,không hiểu,Negative,6,0
"cần có tài liệu bằng hình ảnh , video trực quan sinh động hơn , dễ nắm bắt bài học nhanh chóng hơn .","cần có tài liệu bằng hình ảnh , video trực quan sinh động hơn , dễ nắm bắt bài học nhanh chóng hơn",tài liệu,Course information,dễ nắm bắt bài học nhanh chóng hơn,Positive,0,2
"cô nhiệt tình giảng dạy , vui tính , dễ chịu với sinh viên .","cô nhiệt tình giảng dạy , vui tính , dễ chịu với sinh viên",cô,Support from lecturers,vui tính,Positive,4,2
thầy dạy tâm huyết .,thầy dạy tâm huyết,thầy,Support from lecturers,tâm huyết,Positive,4,2
"thưa , thầy là người cung cấp kiến thức rất chuẩn mực và sâu để em có thể tìm tòi , dễ dàng học hỏi thêm những kiến thức khác liên quan đến môn học .","thưa , thầy là người cung cấp kiến thức rất chuẩn mực và sâu để em có thể tìm tòi , dễ dàng học hỏi thêm những kiến thức khác liên quan đến môn học",thầy là người cung cấp kiến thức,Support from lecturers,rất chuẩn mực và sâu,Positive,4,2
luôn nhiệt tình trong giảng dạy .,luôn nhiệt tình trong giảng dạy,giảng dạy,Teaching quality,luôn nhiệt tình,Positive,5,2
hướng dẫn sinh viên tận tình .,hướng dẫn sinh viên tận tình,hướng dẫn sinh viên,Support from lecturers,tận tình,Positive,4,2
"tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên .","tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên",theo sát năng lực học tập,Support from lecturers,tận tâm,Positive,4,2
"giáo viên tận tình , giảng bài dễ hiểu dễ tiếp thu .",giảng bài dễ hiểu dễ tiếp thu,giảng bài,Teaching quality,dễ hiểu dễ tiếp thu,Positive,5,2
tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn .,tại trường đang có 2 công trình đang xây nên lúc vào học rất ồn,tại trường,Learning environment,2 công trình đang xây,Negative,2,0
giảng dạy tốt đạt hiểu quả cao .,giảng dạy tốt đạt hiểu quả cao,giảng dạy,Teaching quality,tốt đạt hiểu quả cao,Positive,5,2
rất hay khuyến khích tinh thần học tập .,rất hay khuyến khích tinh thần học tập,khuyến khích tinh thần học tập,Support from lecturers,rất hay,Positive,4,2
"giảng viên giảng dạy nhiệt tình , bám sát chương trình .","giảng viên giảng dạy nhiệt tình , bám sát chương trình",giảng viên,Support from lecturers,bám sát chương trình,Positive,4,2
"cô rất nhiệt tình , dạy kỹ .",cô rất nhiệt tình,nhiệt tình,Support from lecturers,nhiệt tình,Positive,4,2
cần nâng cao chất lượng dạy .,cần nâng cao chất lượng dạy,chất lượng dạy,Teaching quality,cần nâng cao,Positive,5,2
"giảng viên giảng dạy dễ hiểu , cho bài tập và ví dụ hay , sát với bài .",giảng viên giảng dạy dễ hiểu,giảng viên giảng dạy,Teaching quality,dễ hiểu,Positive,5,2
giáo viên đến đúng giờ .,giáo viên đến đúng giờ,giáo viên đến đúng giờ,Organization and management,đúng giờ,Positive,3,2
"cô dạy rất nhiệt tình và vui vẻ , dạy chi tiết từng tí một .",cô dạy rất nhiệt tình và vui vẻ,dạy,Teaching quality,rất nhiệt tình và vui vẻ,Positive,5,2
"thầy có dạy những kiến thức , kinh nghiệm có tính áp dụng lâu dài .","thầy có dạy những kiến thức , kinh nghiệm có tính áp dụng lâu dài",dạy,Teaching quality,áp dụng lâu dài,Positive,5,2
"thầy dạy có tâm , thường dạy quá giờ .","thầy dạy có tâm , thường dạy quá giờ",thầy,Support from lecturers,dạy có tâm,Positive,4,2
"lý do doubledot "" thầy quên "" .","lý do doubledot "" thầy quên """,lý do,Organization and management,thầy quên,Negative,3,0
"giảng dạy chi tiết , dễ hiểu .","giảng dạy chi tiết , dễ hiểu",giảng dạy,Teaching quality,"chi tiết , dễ hiểu",Positive,5,2
học những môn tiên quyết trước .,học những môn tiên quyết trước,môn tiên quyết trước,Course information,môn tiên quyết trước,Neutral,0,1
nâng cao thiết bị giảng dạy .,nâng cao thiết bị giảng dạy,thiết bị giảng dạy,Learning environment,nâng cao,Neutral,2,1
em xin đề xuất thêm những buổi thực hành để nâng cao tầm hiệu quả của môn học .,em xin đề xuất thêm những buổi thực hành để nâng cao tầm hiệu quả của môn học,những buổi thực hành,Organization and management,thêm,Positive,3,2
